State,Year,Month,Condition,BeneficiaryCount,PercentageOfBeneficiaries,DataQuality
New Hampshire,2022,202209,Pneumonia,472,0.2,
New Hampshire,2022,202209,Respiratory infection NOS,"2,645",1.0,
New Hampshire,2022,202209,Suspected COVID-19 diagnosis,0,0.0,
New Hampshire,2022,202210,Acute bronchitis,336,0.1,
New Hampshire,2022,202210,Acute respiratory distress syndrome,17,0.0,
New Hampshire,2022,202210,Bronchitis NOS,250,0.1,
New Hampshire,2022,202210,COVID-19 diagnosis,"1,678",0.6,
New Hampshire,2022,202210,Influenza,213,0.1,
New Hampshire,2022,202210,Lower or acute respiratory infection,57,0.0,
New Hampshire,2022,202210,Pneumonia,616,0.2,
New Hampshire,2022,202210,Respiratory infection NOS,"3,423",1.3,
New Hampshire,2022,202210,Suspected COVID-19 diagnosis,DS,DS,
New Hampshire,2022,202211,Acute bronchitis,365,0.1,
New Hampshire,2022,202211,Acute respiratory distress syndrome,19,0.0,
New Hampshire,2022,202211,Bronchitis NOS,263,0.1,
New Hampshire,2022,202211,COVID-19 diagnosis,"1,365",0.5,
New Hampshire,2022,202211,Influenza,961,0.4,
New Hampshire,2022,202211,Lower or acute respiratory infection,55,0.0,
New Hampshire,2022,202211,Pneumonia,684,0.3,
New Hampshire,2022,202211,Respiratory infection NOS,"4,113",1.5,
New Hampshire,2022,202211,Suspected COVID-19 diagnosis,DS,DS,
New Hampshire,2022,202212,Acute bronchitis,446,0.2,
New Hampshire,2022,202212,Acute respiratory distress syndrome,21,0.0,
New Hampshire,2022,202212,Bronchitis NOS,337,0.1,
New Hampshire,2022,202212,COVID-19 diagnosis,"1,658",0.6,
New Hampshire,2022,202212,Influenza,"4,528",1.6,
New Hampshire,2022,202212,Lower or acute respiratory infection,50,0.0,
New Hampshire,2022,202212,Pneumonia,802,0.3,
New Hampshire,2022,202212,Respiratory infection NOS,"4,308",1.6,
New Hampshire,2022,202212,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2018,201801,Acute bronchitis,"10,859",0.6,
New Jersey,2018,201801,Acute respiratory distress syndrome,417,0.0,
New Jersey,2018,201801,Bronchitis NOS,"4,394",0.2,
New Jersey,2018,201801,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201801,Influenza,"18,047",0.9,
New Jersey,2018,201801,Lower or acute respiratory infection,215,0.0,
New Jersey,2018,201801,Pneumonia,"6,565",0.3,
New Jersey,2018,201801,Respiratory infection NOS,"51,542",2.7,
New Jersey,2018,201801,Suspected COVID-19 diagnosis,48,0.0,
New Jersey,2018,201802,Acute bronchitis,"10,202",0.5,
New Jersey,2018,201802,Acute respiratory distress syndrome,407,0.0,
New Jersey,2018,201802,Bronchitis NOS,"3,886",0.2,
New Jersey,2018,201802,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201802,Influenza,"28,850",1.5,
New Jersey,2018,201802,Lower or acute respiratory infection,169,0.0,
New Jersey,2018,201802,Pneumonia,"6,275",0.3,
New Jersey,2018,201802,Respiratory infection NOS,"55,094",2.9,
New Jersey,2018,201802,Suspected COVID-19 diagnosis,26,0.0,
New Jersey,2018,201803,Acute bronchitis,"6,801",0.4,
New Jersey,2018,201803,Acute respiratory distress syndrome,360,0.0,
New Jersey,2018,201803,Bronchitis NOS,"2,757",0.1,
New Jersey,2018,201803,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201803,Influenza,"6,528",0.3,
New Jersey,2018,201803,Lower or acute respiratory infection,119,0.0,
New Jersey,2018,201803,Pneumonia,"5,178",0.3,
New Jersey,2018,201803,Respiratory infection NOS,"36,634",1.9,
New Jersey,2018,201803,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2018,201804,Acute bronchitis,"5,902",0.3,
New Jersey,2018,201804,Acute respiratory distress syndrome,366,0.0,
New Jersey,2018,201804,Bronchitis NOS,"2,353",0.1,
New Jersey,2018,201804,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201804,Influenza,"2,157",0.1,
New Jersey,2018,201804,Lower or acute respiratory infection,106,0.0,
New Jersey,2018,201804,Pneumonia,"4,770",0.2,
New Jersey,2018,201804,Respiratory infection NOS,"30,645",1.6,
New Jersey,2018,201804,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2018,201805,Acute bronchitis,"6,157",0.3,
New Jersey,2018,201805,Acute respiratory distress syndrome,338,0.0,
New Jersey,2018,201805,Bronchitis NOS,"2,397",0.1,
New Jersey,2018,201805,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201805,Influenza,749,0.0,
New Jersey,2018,201805,Lower or acute respiratory infection,101,0.0,
New Jersey,2018,201805,Pneumonia,"4,826",0.2,
New Jersey,2018,201805,Respiratory infection NOS,"29,384",1.5,
New Jersey,2018,201805,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2018,201806,Acute bronchitis,"4,940",0.3,
New Jersey,2018,201806,Acute respiratory distress syndrome,351,0.0,
New Jersey,2018,201806,Bronchitis NOS,"1,823",0.1,
New Jersey,2018,201806,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201806,Influenza,288,0.0,
New Jersey,2018,201806,Lower or acute respiratory infection,78,0.0,
New Jersey,2018,201806,Pneumonia,"4,258",0.2,
New Jersey,2018,201806,Respiratory infection NOS,"24,009",1.2,
New Jersey,2018,201806,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2018,201807,Acute bronchitis,"3,371",0.2,
New Jersey,2018,201807,Acute respiratory distress syndrome,323,0.0,
New Jersey,2018,201807,Bronchitis NOS,"1,348",0.1,
New Jersey,2018,201807,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201807,Influenza,210,0.0,
New Jersey,2018,201807,Lower or acute respiratory infection,55,0.0,
New Jersey,2018,201807,Pneumonia,"3,896",0.2,
New Jersey,2018,201807,Respiratory infection NOS,"16,798",0.9,
New Jersey,2018,201807,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2018,201808,Acute bronchitis,"3,265",0.2,
New Jersey,2018,201808,Acute respiratory distress syndrome,314,0.0,
New Jersey,2018,201808,Bronchitis NOS,"1,349",0.1,
New Jersey,2018,201808,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201808,Influenza,187,0.0,
New Jersey,2018,201808,Lower or acute respiratory infection,68,0.0,
New Jersey,2018,201808,Pneumonia,"3,973",0.2,
New Jersey,2018,201808,Respiratory infection NOS,"17,428",0.9,
New Jersey,2018,201808,Suspected COVID-19 diagnosis,0,0.0,
New Jersey,2018,201809,Acute bronchitis,"5,846",0.3,
New Jersey,2018,201809,Acute respiratory distress syndrome,343,0.0,
New Jersey,2018,201809,Bronchitis NOS,"2,225",0.1,
New Jersey,2018,201809,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201809,Influenza,571,0.0,
New Jersey,2018,201809,Lower or acute respiratory infection,106,0.0,
New Jersey,2018,201809,Pneumonia,"4,528",0.2,
New Jersey,2018,201809,Respiratory infection NOS,"34,397",1.8,
New Jersey,2018,201809,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2018,201810,Acute bronchitis,"9,273",0.5,
New Jersey,2018,201810,Acute respiratory distress syndrome,362,0.0,
New Jersey,2018,201810,Bronchitis NOS,"3,203",0.2,
New Jersey,2018,201810,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201810,Influenza,"1,066",0.1,
New Jersey,2018,201810,Lower or acute respiratory infection,193,0.0,
New Jersey,2018,201810,Pneumonia,"5,794",0.3,
New Jersey,2018,201810,Respiratory infection NOS,"45,094",2.4,
New Jersey,2018,201810,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2018,201811,Acute bronchitis,"8,502",0.5,
New Jersey,2018,201811,Acute respiratory distress syndrome,317,0.0,
New Jersey,2018,201811,Bronchitis NOS,"3,141",0.2,
New Jersey,2018,201811,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201811,Influenza,"1,714",0.1,
New Jersey,2018,201811,Lower or acute respiratory infection,198,0.0,
New Jersey,2018,201811,Pneumonia,"5,771",0.3,
New Jersey,2018,201811,Respiratory infection NOS,"42,728",2.3,
New Jersey,2018,201811,Suspected COVID-19 diagnosis,11,0.0,
New Jersey,2018,201812,Acute bronchitis,"9,649",0.5,
New Jersey,2018,201812,Acute respiratory distress syndrome,334,0.0,
New Jersey,2018,201812,Bronchitis NOS,"3,774",0.2,
New Jersey,2018,201812,COVID-19 diagnosis,0,0.0,
New Jersey,2018,201812,Influenza,"6,560",0.4,
New Jersey,2018,201812,Lower or acute respiratory infection,241,0.0,
New Jersey,2018,201812,Pneumonia,"6,333",0.4,
New Jersey,2018,201812,Respiratory infection NOS,"50,924",2.8,
New Jersey,2018,201812,Suspected COVID-19 diagnosis,43,0.0,
New Jersey,2019,201901,Acute bronchitis,"9,708",0.5,
New Jersey,2019,201901,Acute respiratory distress syndrome,338,0.0,
New Jersey,2019,201901,Bronchitis NOS,"3,866",0.2,
New Jersey,2019,201901,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201901,Influenza,"14,747",0.8,
New Jersey,2019,201901,Lower or acute respiratory infection,257,0.0,
New Jersey,2019,201901,Pneumonia,"6,308",0.3,
New Jersey,2019,201901,Respiratory infection NOS,"50,521",2.8,
New Jersey,2019,201901,Suspected COVID-19 diagnosis,65,0.0,
New Jersey,2019,201902,Acute bronchitis,"7,554",0.4,
New Jersey,2019,201902,Acute respiratory distress syndrome,289,0.0,
New Jersey,2019,201902,Bronchitis NOS,"2,928",0.2,
New Jersey,2019,201902,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201902,Influenza,"19,265",1.1,
New Jersey,2019,201902,Lower or acute respiratory infection,200,0.0,
New Jersey,2019,201902,Pneumonia,"5,522",0.3,
New Jersey,2019,201902,Respiratory infection NOS,"40,058",2.2,
New Jersey,2019,201902,Suspected COVID-19 diagnosis,38,0.0,
New Jersey,2019,201903,Acute bronchitis,"7,374",0.4,
New Jersey,2019,201903,Acute respiratory distress syndrome,252,0.0,
New Jersey,2019,201903,Bronchitis NOS,"2,631",0.1,
New Jersey,2019,201903,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201903,Influenza,"12,398",0.7,
New Jersey,2019,201903,Lower or acute respiratory infection,193,0.0,
New Jersey,2019,201903,Pneumonia,"5,457",0.3,
New Jersey,2019,201903,Respiratory infection NOS,"38,538",2.2,
New Jersey,2019,201903,Suspected COVID-19 diagnosis,24,0.0,
New Jersey,2019,201904,Acute bronchitis,"6,338",0.4,
New Jersey,2019,201904,Acute respiratory distress syndrome,182,0.0,
New Jersey,2019,201904,Bronchitis NOS,"2,281",0.1,
New Jersey,2019,201904,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201904,Influenza,"3,709",0.2,
New Jersey,2019,201904,Lower or acute respiratory infection,155,0.0,
New Jersey,2019,201904,Pneumonia,"5,095",0.3,
New Jersey,2019,201904,Respiratory infection NOS,"29,531",1.7,
New Jersey,2019,201904,Suspected COVID-19 diagnosis,18,0.0,
New Jersey,2019,201905,Acute bronchitis,"6,227",0.3,
New Jersey,2019,201905,Acute respiratory distress syndrome,189,0.0,
New Jersey,2019,201905,Bronchitis NOS,"2,289",0.1,
New Jersey,2019,201905,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201905,Influenza,950,0.1,
New Jersey,2019,201905,Lower or acute respiratory infection,157,0.0,
New Jersey,2019,201905,Pneumonia,"4,772",0.3,
New Jersey,2019,201905,Respiratory infection NOS,"28,234",1.6,
New Jersey,2019,201905,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2019,201906,Acute bronchitis,"4,494",0.3,
New Jersey,2019,201906,Acute respiratory distress syndrome,141,0.0,
New Jersey,2019,201906,Bronchitis NOS,"1,816",0.1,
New Jersey,2019,201906,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201906,Influenza,352,0.0,
New Jersey,2019,201906,Lower or acute respiratory infection,132,0.0,
New Jersey,2019,201906,Pneumonia,"4,370",0.2,
New Jersey,2019,201906,Respiratory infection NOS,"20,735",1.2,
New Jersey,2019,201906,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2019,201907,Acute bronchitis,"3,273",0.2,
New Jersey,2019,201907,Acute respiratory distress syndrome,117,0.0,
New Jersey,2019,201907,Bronchitis NOS,"1,385",0.1,
New Jersey,2019,201907,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201907,Influenza,190,0.0,
New Jersey,2019,201907,Lower or acute respiratory infection,86,0.0,
New Jersey,2019,201907,Pneumonia,"4,048",0.2,
New Jersey,2019,201907,Respiratory infection NOS,"15,781",0.9,
New Jersey,2019,201907,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2019,201908,Acute bronchitis,"3,247",0.2,
New Jersey,2019,201908,Acute respiratory distress syndrome,140,0.0,
New Jersey,2019,201908,Bronchitis NOS,"1,364",0.1,
New Jersey,2019,201908,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201908,Influenza,231,0.0,
New Jersey,2019,201908,Lower or acute respiratory infection,105,0.0,
New Jersey,2019,201908,Pneumonia,"3,938",0.2,
New Jersey,2019,201908,Respiratory infection NOS,"17,051",1.0,
New Jersey,2019,201908,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2019,201909,Acute bronchitis,"5,207",0.3,
New Jersey,2019,201909,Acute respiratory distress syndrome,158,0.0,
New Jersey,2019,201909,Bronchitis NOS,"2,074",0.1,
New Jersey,2019,201909,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201909,Influenza,715,0.0,
New Jersey,2019,201909,Lower or acute respiratory infection,138,0.0,
New Jersey,2019,201909,Pneumonia,"4,352",0.2,
New Jersey,2019,201909,Respiratory infection NOS,"32,064",1.8,
New Jersey,2019,201909,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2019,201910,Acute bronchitis,"6,993",0.4,
New Jersey,2019,201910,Acute respiratory distress syndrome,140,0.0,
New Jersey,2019,201910,Bronchitis NOS,"2,686",0.2,
New Jersey,2019,201910,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201910,Influenza,"1,381",0.1,
New Jersey,2019,201910,Lower or acute respiratory infection,216,0.0,
New Jersey,2019,201910,Pneumonia,"4,966",0.3,
New Jersey,2019,201910,Respiratory infection NOS,"35,972",2.0,
New Jersey,2019,201910,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2019,201911,Acute bronchitis,"7,626",0.4,
New Jersey,2019,201911,Acute respiratory distress syndrome,170,0.0,
New Jersey,2019,201911,Bronchitis NOS,"2,968",0.2,
New Jersey,2019,201911,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201911,Influenza,"2,820",0.2,
New Jersey,2019,201911,Lower or acute respiratory infection,240,0.0,
New Jersey,2019,201911,Pneumonia,"5,500",0.3,
New Jersey,2019,201911,Respiratory infection NOS,"41,435",2.3,
New Jersey,2019,201911,Suspected COVID-19 diagnosis,DS,DS,
New Jersey,2019,201912,Acute bronchitis,"9,035",0.5,
New Jersey,2019,201912,Acute respiratory distress syndrome,183,0.0,
New Jersey,2019,201912,Bronchitis NOS,"3,552",0.2,
New Jersey,2019,201912,COVID-19 diagnosis,0,0.0,
New Jersey,2019,201912,Influenza,"14,049",0.8,
New Jersey,2019,201912,Lower or acute respiratory infection,260,0.0,
New Jersey,2019,201912,Pneumonia,"6,458",0.4,
New Jersey,2019,201912,Respiratory infection NOS,"48,510",2.8,
New Jersey,2019,201912,Suspected COVID-19 diagnosis,40,0.0,
New Jersey,2020,202001,Acute bronchitis,"9,717",0.6,
New Jersey,2020,202001,Acute respiratory distress syndrome,191,0.0,
New Jersey,2020,202001,Bronchitis NOS,"3,849",0.2,
New Jersey,2020,202001,COVID-19 diagnosis,0,0.0,
New Jersey,2020,202001,Influenza,"30,582",1.7,
New Jersey,2020,202001,Lower or acute respiratory infection,276,0.0,
New Jersey,2020,202001,Pneumonia,"6,705",0.4,
New Jersey,2020,202001,Respiratory infection NOS,"51,985",3.0,
New Jersey,2020,202001,Suspected COVID-19 diagnosis,62,0.0,
New Jersey,2020,202002,Acute bronchitis,"7,830",0.4,
New Jersey,2020,202002,Acute respiratory distress syndrome,185,0.0,
New Jersey,2020,202002,Bronchitis NOS,"3,047",0.2,
New Jersey,2020,202002,COVID-19 diagnosis,0,0.0,
New Jersey,2020,202002,Influenza,"23,046",1.3,
New Jersey,2020,202002,Lower or acute respiratory infection,211,0.0,
New Jersey,2020,202002,Pneumonia,"5,874",0.3,
New Jersey,2020,202002,Respiratory infection NOS,"43,370",2.5,
New Jersey,2020,202002,Suspected COVID-19 diagnosis,62,0.0,
New Jersey,2020,202003,Acute bronchitis,"6,618",0.4,
New Jersey,2020,202003,Acute respiratory distress syndrome,381,0.0,
New Jersey,2020,202003,Bronchitis NOS,"2,558",0.1,
New Jersey,2020,202003,COVID-19 diagnosis,0,0.0,
New Jersey,2020,202003,Influenza,"8,246",0.5,
New Jersey,2020,202003,Lower or acute respiratory infection,505,0.0,
New Jersey,2020,202003,Pneumonia,"6,910",0.4,
New Jersey,2020,202003,Respiratory infection NOS,"40,308",2.3,
New Jersey,2020,202003,Suspected COVID-19 diagnosis,"1,594",0.1,
New Jersey,2020,202004,Acute bronchitis,"2,700",0.2,
New Jersey,2020,202004,Acute respiratory distress syndrome,937,0.1,
New Jersey,2020,202004,Bronchitis NOS,"1,081",0.1,
New Jersey,2020,202004,COVID-19 diagnosis,"17,738",1.0,
New Jersey,2020,202004,Influenza,856,0.0,
New Jersey,2020,202004,Lower or acute respiratory infection,619,0.0,
New Jersey,2020,202004,Pneumonia,"10,404",0.6,
New Jersey,2020,202004,Respiratory infection NOS,"13,935",0.8,
New Jersey,2020,202004,Suspected COVID-19 diagnosis,"1,668",0.1,
New Jersey,2020,202005,Acute bronchitis,"1,512",0.1,
New Jersey,2020,202005,Acute respiratory distress syndrome,491,0.0,
New Jersey,2020,202005,Bronchitis NOS,609,0.0,
New Jersey,2020,202005,COVID-19 diagnosis,"21,922",1.2,
New Jersey,2020,202005,Influenza,457,0.0,
New Jersey,2020,202005,Lower or acute respiratory infection,262,0.0,
New Jersey,2020,202005,Pneumonia,"6,855",0.4,
New Jersey,2020,202005,Respiratory infection NOS,"6,606",0.4,
New Jersey,2020,202005,Suspected COVID-19 diagnosis,"2,262",0.1,
New Jersey,2020,202006,Acute bronchitis,"1,042",0.1,
New Jersey,2020,202006,Acute respiratory distress syndrome,271,0.0,
New Jersey,2020,202006,Bronchitis NOS,474,0.0,
New Jersey,2020,202006,COVID-19 diagnosis,"15,615",0.9,
New Jersey,2020,202006,Influenza,297,0.0,
New Jersey,2020,202006,Lower or acute respiratory infection,117,0.0,
New Jersey,2020,202006,Pneumonia,"4,564",0.3,
New Jersey,2020,202006,Respiratory infection NOS,"5,221",0.3,
New Jersey,2020,202006,Suspected COVID-19 diagnosis,"1,721",0.1,
New Jersey,2020,202007,Acute bronchitis,"1,032",0.1,
New Jersey,2020,202007,Acute respiratory distress syndrome,220,0.0,
New Jersey,2020,202007,Bronchitis NOS,548,0.0,
New Jersey,2020,202007,COVID-19 diagnosis,"12,642",0.7,
New Jersey,2020,202007,Influenza,189,0.0,
New Jersey,2020,202007,Lower or acute respiratory infection,96,0.0,
New Jersey,2020,202007,Pneumonia,"4,271",0.2,
New Jersey,2020,202007,Respiratory infection NOS,"6,826",0.4,
New Jersey,2020,202007,Suspected COVID-19 diagnosis,"1,668",0.1,
New Jersey,2020,202008,Acute bronchitis,"1,351",0.1,
New Jersey,2020,202008,Acute respiratory distress syndrome,195,0.0,
New Jersey,2020,202008,Bronchitis NOS,683,0.0,
New Jersey,2020,202008,COVID-19 diagnosis,"10,905",0.6,
New Jersey,2020,202008,Influenza,187,0.0,
New Jersey,2020,202008,Lower or acute respiratory infection,94,0.0,
New Jersey,2020,202008,Pneumonia,"3,897",0.2,
New Jersey,2020,202008,Respiratory infection NOS,"10,471",0.6,
New Jersey,2020,202008,Suspected COVID-19 diagnosis,"1,413",0.1,
New Jersey,2020,202009,Acute bronchitis,"1,750",0.1,
New Jersey,2020,202009,Acute respiratory distress syndrome,198,0.0,
New Jersey,2020,202009,Bronchitis NOS,761,0.0,
New Jersey,2020,202009,COVID-19 diagnosis,"10,009",0.5,
New Jersey,2020,202009,Influenza,297,0.0,
New Jersey,2020,202009,Lower or acute respiratory infection,97,0.0,
New Jersey,2020,202009,Pneumonia,"3,700",0.2,
New Jersey,2020,202009,Respiratory infection NOS,"12,835",0.7,
New Jersey,2020,202009,Suspected COVID-19 diagnosis,"1,017",0.1,
New Jersey,2020,202010,Acute bronchitis,"2,015",0.1,
New Jersey,2020,202010,Acute respiratory distress syndrome,240,0.0,
New Jersey,2020,202010,Bronchitis NOS,894,0.0,
New Jersey,2020,202010,COVID-19 diagnosis,"13,715",0.7,
New Jersey,2020,202010,Influenza,411,0.0,
New Jersey,2020,202010,Lower or acute respiratory infection,123,0.0,
New Jersey,2020,202010,Pneumonia,"4,158",0.2,
New Jersey,2020,202010,Respiratory infection NOS,"14,854",0.8,
New Jersey,2020,202010,Suspected COVID-19 diagnosis,"1,103",0.1,
New Jersey,2020,202011,Acute bronchitis,"2,059",0.1,
New Jersey,2020,202011,Acute respiratory distress syndrome,336,0.0,
New Jersey,2020,202011,Bronchitis NOS,"1,009",0.1,
New Jersey,2020,202011,COVID-19 diagnosis,"25,853",1.3,
New Jersey,2020,202011,Influenza,460,0.0,
New Jersey,2020,202011,Lower or acute respiratory infection,199,0.0,
New Jersey,2020,202011,Pneumonia,"5,669",0.3,
New Jersey,2020,202011,Respiratory infection NOS,"15,839",0.8,
New Jersey,2020,202011,Suspected COVID-19 diagnosis,"2,017",0.1,
New Jersey,2020,202012,Acute bronchitis,"2,097",0.1,
New Jersey,2020,202012,Acute respiratory distress syndrome,378,0.0,
New Jersey,2020,202012,Bronchitis NOS,"1,030",0.1,
New Jersey,2020,202012,COVID-19 diagnosis,"32,679",1.7,
New Jersey,2020,202012,Influenza,490,0.0,
New Jersey,2020,202012,Lower or acute respiratory infection,180,0.0,
New Jersey,2020,202012,Pneumonia,"6,649",0.3,
New Jersey,2020,202012,Respiratory infection NOS,"14,040",0.7,
New Jersey,2020,202012,Suspected COVID-19 diagnosis,"1,449",0.1,
New Jersey,2021,202101,Acute bronchitis,"1,728",0.1,
New Jersey,2021,202101,Acute respiratory distress syndrome,383,0.0,
New Jersey,2021,202101,Bronchitis NOS,968,0.0,
New Jersey,2021,202101,COVID-19 diagnosis,"30,446",1.5,
New Jersey,2021,202101,Influenza,486,0.0,
New Jersey,2021,202101,Lower or acute respiratory infection,201,0.0,
New Jersey,2021,202101,Pneumonia,"5,282",0.3,
New Jersey,2021,202101,Respiratory infection NOS,"12,975",0.7,
New Jersey,2021,202101,Suspected COVID-19 diagnosis,"1,506",0.1,
New Jersey,2021,202102,Acute bronchitis,"1,423",0.1,
New Jersey,2021,202102,Acute respiratory distress syndrome,326,0.0,
New Jersey,2021,202102,Bronchitis NOS,832,0.0,
New Jersey,2021,202102,COVID-19 diagnosis,"21,460",1.1,
New Jersey,2021,202102,Influenza,383,0.0,
New Jersey,2021,202102,Lower or acute respiratory infection,113,0.0,
New Jersey,2021,202102,Pneumonia,"4,541",0.2,
New Jersey,2021,202102,Respiratory infection NOS,"9,962",0.5,
New Jersey,2021,202102,Suspected COVID-19 diagnosis,642,0.0,
New Jersey,2021,202103,Acute bronchitis,"1,752",0.1,
New Jersey,2021,202103,Acute respiratory distress syndrome,364,0.0,
New Jersey,2021,202103,Bronchitis NOS,"1,107",0.1,
New Jersey,2021,202103,COVID-19 diagnosis,"24,139",1.2,
New Jersey,2021,202103,Influenza,535,0.0,
New Jersey,2021,202103,Lower or acute respiratory infection,121,0.0,
New Jersey,2021,202103,Pneumonia,"4,612",0.2,
New Jersey,2021,202103,Respiratory infection NOS,"14,897",0.7,
New Jersey,2021,202103,Suspected COVID-19 diagnosis,725,0.0,
New Jersey,2021,202104,Acute bronchitis,"1,849",0.1,
New Jersey,2021,202104,Acute respiratory distress syndrome,348,0.0,
New Jersey,2021,202104,Bronchitis NOS,"1,148",0.1,
New Jersey,2021,202104,COVID-19 diagnosis,"23,392",1.2,
New Jersey,2021,202104,Influenza,338,0.0,
New Jersey,2021,202104,Lower or acute respiratory infection,127,0.0,
New Jersey,2021,202104,Pneumonia,"4,711",0.2,
New Jersey,2021,202104,Respiratory infection NOS,"14,929",0.7,
New Jersey,2021,202104,Suspected COVID-19 diagnosis,803,0.0,
New Jersey,2021,202105,Acute bronchitis,"2,167",0.1,
New Jersey,2021,202105,Acute respiratory distress syndrome,294,0.0,
New Jersey,2021,202105,Bronchitis NOS,"1,417",0.1,
New Jersey,2021,202105,COVID-19 diagnosis,"13,567",0.7,
New Jersey,2021,202105,Influenza,184,0.0,
New Jersey,2021,202105,Lower or acute respiratory infection,107,0.0,
New Jersey,2021,202105,Pneumonia,"4,293",0.2,
New Jersey,2021,202105,Respiratory infection NOS,"17,345",0.9,
New Jersey,2021,202105,Suspected COVID-19 diagnosis,510,0.0,
New Jersey,2021,202106,Acute bronchitis,"2,810",0.1,
New Jersey,2021,202106,Acute respiratory distress syndrome,208,0.0,
New Jersey,2021,202106,Bronchitis NOS,"1,637",0.1,
New Jersey,2021,202106,COVID-19 diagnosis,"8,827",0.4,
New Jersey,2021,202106,Influenza,170,0.0,
New Jersey,2021,202106,Lower or acute respiratory infection,122,0.0,
New Jersey,2021,202106,Pneumonia,"4,026",0.2,
New Jersey,2021,202106,Respiratory infection NOS,"20,900",1.0,
New Jersey,2021,202106,Suspected COVID-19 diagnosis,393,0.0,
New Jersey,2021,202107,Acute bronchitis,"3,042",0.1,
New Jersey,2021,202107,Acute respiratory distress syndrome,246,0.0,
New Jersey,2021,202107,Bronchitis NOS,"1,577",0.1,
New Jersey,2021,202107,COVID-19 diagnosis,"8,849",0.4,
New Jersey,2021,202107,Influenza,226,0.0,
New Jersey,2021,202107,Lower or acute respiratory infection,140,0.0,
New Jersey,2021,202107,Pneumonia,"4,134",0.2,
New Jersey,2021,202107,Respiratory infection NOS,"22,287",1.1,
New Jersey,2021,202107,Suspected COVID-19 diagnosis,225,0.0,
New Jersey,2021,202108,Acute bronchitis,"2,724",0.1,
New Jersey,2021,202108,Acute respiratory distress syndrome,233,0.0,
New Jersey,2021,202108,Bronchitis NOS,"1,421",0.1,
New Jersey,2021,202108,COVID-19 diagnosis,"13,164",0.6,
New Jersey,2021,202108,Influenza,232,0.0,
New Jersey,2021,202108,Lower or acute respiratory infection,179,0.0,
New Jersey,2021,202108,Pneumonia,"4,404",0.2,
New Jersey,2021,202108,Respiratory infection NOS,"21,497",1.0,
New Jersey,2021,202108,Suspected COVID-19 diagnosis,360,0.0,
New Jersey,2021,202109,Acute bronchitis,"3,133",0.2,
New Jersey,2021,202109,Acute respiratory distress syndrome,276,0.0,
New Jersey,2021,202109,Bronchitis NOS,"1,487",0.1,
New Jersey,2021,202109,COVID-19 diagnosis,"15,798",0.8,
New Jersey,2021,202109,Influenza,414,0.0,
New Jersey,2021,202109,Lower or acute respiratory infection,172,0.0,
New Jersey,2021,202109,Pneumonia,"4,594",0.2,
New Jersey,2021,202109,Respiratory infection NOS,"32,697",1.6,
New Jersey,2021,202109,Suspected COVID-19 diagnosis,494,0.0,
New Jersey,2021,202110,Acute bronchitis,"4,317",0.2,
New Jersey,2021,202110,Acute respiratory distress syndrome,294,0.0,
New Jersey,2021,202110,Bronchitis NOS,"2,103",0.1,
New Jersey,2021,202110,COVID-19 diagnosis,"13,120",0.6,
New Jersey,2021,202110,Influenza,670,0.0,
New Jersey,2021,202110,Lower or acute respiratory infection,216,0.0,
New Jersey,2021,202110,Pneumonia,"4,985",0.2,
New Jersey,2021,202110,Respiratory infection NOS,"41,960",2.0,
New Jersey,2021,202110,Suspected COVID-19 diagnosis,543,0.0,
